FID,FID_,county,route_id,route_name,segment_id,segmt_name,steward_id,stew_unit,stew_type,segmt_type,route_type,foot,bicycle,horse,wheelchair,motor_vehi,etc_app,stew_name,length_f_1,length_m,GlobalID,CreationDa,Creator,EditDate,Editor,SHAPE_Length
3133,0,Orange,ot28,Dana Point Headland,o109,Harbor Point Conservation Park,ors6,City of Dana Point,City,Primary CCT,Trail,yes,yes,no,no,no,yes,City of Dana Point,864,263,a614bef3-dd9a-4086-8b6d-5a8532f19e1d,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,263.223497303914
3134,0,Orange,ot29,Dana Point Harbor,o114,Dana Point Harbor Access - west side,ors6,City of Dana Point,City,Primary CCT,Sidewalk,yes,yes,no,yes,no,yes,City of Dana Point,1598,487,181f9fa9-8a44-4e3f-b6e2-84745166296b,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,487.016684850284
3135,0,Orange,ot29,Dana Point Harbor,o115,Dana Point Harbor Access - south side,ors6,City of Dana Point,City,Primary CCT,Sidewalk,yes,yes,no,yes,no,yes,City of Dana Point,13448,4099,361b30ce-3ace-4517-8e47-7c59f33c9363,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,4098.90955171469
3136,0,Orange, , ,0,Baby Beach - Dana Point Harbor,ors6,City of Dana Point,City,Beach or Shoreline Route CCT,Beach,yes,no,no,no,no,no,City of Dana Point,640,195,cdc0d699-e24c-47b8-a52c-1b24392ef490,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,194.980505106212
3137,0,Orange,ot29,Dana Point Harbor,o116,Puerto Place to waterfront path,ors6,City of Dana Point,City,Primary CCT,Trail,yes,yes,no,no,no,yes,City of Dana Point,2106,642,84ab4057-a990-460c-b94e-1c21b3f068bd,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,641.845644270765
3138,0,Orange,ot29,Dana Point Harbor,o117,Embarcadero Place,ors6,City of Dana Point,City,Secondary CCT,Roadway,yes,yes,no,no,no,yes,City of Dana Point,527,161,0befaafb-9dc6-4f08-8bf4-35a07b5773aa,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,160.772658775081
3139,0,Orange, , ,0,stairs to Doheny State Beach,ca2,Doheny State Beach,State Parks,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,no,California State Parks,229,70,5494473c-01ce-4cd6-a7ab-01c7a169c8ba,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,69.747310679955
3140,0,Orange, , ,0,ramp to Doheny SB,ca2,Doheny State Beach,State Parks,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,no,California State Parks,232,71,cbfa4ac7-7a5b-403b-b589-8b5039471a0a,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,70.6347323084518
3141,0,Orange, , ,0,to Doheny State Beach,ca2,Doheny State Beach,State Parks,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,no,California State Parks,200,61,f2a34145-9f15-4793-8809-a4873eecf9a4,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,61.0986556736372
3142,0,Orange, , ,0,to Doheny State Beach,ca2,Doheny State Beach,State Parks,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,no,California State Parks,217,66,cf2323de-74ae-4265-9fe5-9a9e220acadb,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,66.199494186242
3143,0,Orange, , ,0,to Doheny State Beach,ca2,Doheny State Beach,State Parks,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,no,California State Parks,190,58,74988e78-3db2-408b-8c16-0c33ee9c86d2,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,57.9643597287517
3144,0,Orange, , ,0,to Corona del Mar State Beach,ca2,Corona del Mar State Beach,City,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,no,City of Newport Beach,83,25,bc1ba613-260b-46c3-836e-1b729b23836c,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,25.3439622660673
3145,0,Orange, , ,0,to Corona del Mar State Beach,ca2,Corona del Mar State Beach,City,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,no,City of Newport Beach,124,38,5cb86f3b-0963-4ec4-8440-7a69ed1d2b77,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,37.6634150481746
3146,0,Orange, , ,0,to Corona del Mar State Beach,ca2,Corona del Mar State Beach,City,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,no,City of Newport Beach,57,17,f9f8d32f-597e-4c66-85e5-bf4f1ad80f04,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,17.347481004702
3147,0,Orange, , ,0,to Corona del Mar State Beach,ca2,Corona del Mar State Beach,City,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,no,City of Newport Beach,142,43,667c7248-963a-4549-9c0c-4655203c407b,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,43.1674492246613
3148,0,Monterey,montt19,Soberanes Point Trails, ,Soberanes Point trails,ca2,Garrapata State Park,State Parks,Other Trail,Trail,yes,no,no,no,no,yes,California State Parks,1870,570,269a665f-57ef-4472-ab12-d79eed7ae208,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,569.91363798066
3149,0,Orange,ot16,Corona Del Mar State Beach Route,o51,Inspiration Point Ramp to Corona del Mar SB,ca2,Corona del Mar State Beach,City,Primary CCT,Trail,yes,no,no,no,no,yes,City of Newport Beach,466,142,8f1d0ab6-ad3a-4895-814a-8bbab8d980a9,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,142.071210296424
3150,0,Orange, , ,0,Inspiration Point Overlook,ca2,Corona del Mar State Beach,City,Primary CCT,Overlook,yes,no,no,no,no,no,City of Newport Beach,172,52,678b667e-5b80-4436-9775-ac3eea9c7253,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,52.3021088525247
3151,0,Orange,ot14,Corona del Mar Bluffs Path,o49,paved ramp to Little Corona del Mar Beach,ca2,Corona del Mar State Beach,City,Primary CCT,Roadway,yes,no,no,no,no,yes,City of Newport Beach,751,229,3d639d4d-1a55-4fb8-a976-96ed8bee9b1e,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,228.769755205874
3152,0,Orange, , ,0,Little Corona del Mar Beach,ca2,Corona del Mar State Beach,City,Beach or Shoreline Route CCT,Beach,yes,no,no,no,no,no,City of Newport Beach,810,247,ab39b32c-e6c2-4bb8-b6d5-8be55dc87bdf,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,246.737681888659
3153,0,Orange, , ,0,to Little Corona del Mar Beach,ca2,Corona del Mar State Beach,City,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,no,City of Newport Beach,82,25,e1ed37bd-c6e3-4038-aad8-6bcd06f047ef,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,25.1279346987752
3154,0,Orange,ot41,Capo Beach Park,o223,Doheny Beach to Capistrano Beach Park,ors1,Orange County,County Park,Primary CCT - Needs Improvement,Trail,yes, , , ,no,yes,County of Orange,1339,408,801e1aa4-66a5-4932-b129-42df3ea5ce39,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,408.187760621713
3155,0,Orange, , ,0,Avenida Estacion,ors7,City of San Clemente,City,Primary CCT - Needs Improvement,Road,yes, , , , ,no,City of San Clemente,723,220,97a156d6-f243-4c42-865a-a8a2508a9c4f,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,220.371168871861
3156,0,Orange,ot36,San Clemente Beach Trail,o136,San Clemente Beach Trail,ors7,City of San Clemente,City,Primary CCT,Trail,yes,yes,no,no,no,yes,City of San Clemente,1845,562,0c87123e-5aa5-4a6d-98bf-69c7d082c318,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,562.217789780421
3157,0,Orange,ot35,San Clemente State Beach Route,o134,San Clemente State Beach,ca2,San Clemente State Beach,State Parks,Beach or Shoreline Route CCT,Beach,yes,no,no,no,no,yes,California State Parks,3016,919,17917154-6336-455a-9121-884671ca8310,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,919.427945737061
3158,0,Orange,ot35,San Clemente State Beach Route,o138,San Clemente State Beach trails,ca2,San Clemente State Beach,State Parks,Primary CCT,Trail,yes,no,no,no,no,yes,California State Parks,752,229,7e57a02c-a58d-44a6-9365-2885e16d29cd,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,229.16448959289
3159,0,Orange,ot35,San Clemente State Beach Route,o139,to San Clemente State Beach,ca2,San Clemente State Beach,State Parks,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,yes,California State Parks,126,38,a375ad93-cf73-4c13-b87a-322605624885,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,38.4589872994802
3160,0,Orange, , ,0,to San Clemente State Beach,ca2,San Clemente State Beach,State Parks,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,no,California State Parks,141,43,b4088922-dbcd-47cb-abc5-8a3916dc75c9,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,42.8899130764684
3161,0,Orange, , ,0,Pedestrial overpass to San Clemente City Beach,ors7,City of San Clemente,City,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,no,City of San Clemente,243,74,b57457d6-985d-47cd-9ac8-1860fb63de26,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,74.098914174267
3162,0,Orange, , ,0,to San Clemente State Beach,ca2,San Clemente State Beach,State Parks,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,no,California State Parks,210,64,6b9ed8ce-7913-41ae-bdeb-62edb53f8d07,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,64.0964519276553
3163,0,Orange, , ,0,to San Clemente State Beach,ca2,San Clemente State Beach,State Parks,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,no,California State Parks,349,107,0b02dca2-597a-4d3a-99d6-b0831d3ef912,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,106.527158775701
3164,0,Orange, , ,0,railroad undercrossing to San Clemente State Beach,ca2,San Clemente State Beach,State Parks,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,no,California State Parks,235,72,17eb592b-5b41-4024-b7ce-91dcb3d479e9,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,71.6625229400475
3165,0,Orange,ot35,San Clemente State Beach Route,o140,San Clemente State Beach trails,ca2,San Clemente State Beach,State Parks,Primary CCT,Trail,yes,no,no,no,no,yes,California State Parks,1349,411,c9208a2b-6519-47d4-959a-26707f647155,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,411.292081013518
3166,0,Orange, , ,0,to San Clemente City Beach,ors7,City of San Clemente,City,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,no,City of San Clemente,79,24,6fa54ba3-519f-46df-9306-9fc934b735b2,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,24.0373125867282
3167,0,Orange, , ,0,to San Clemente City Beach,ors7,City of San Clemente,City,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,no,City of San Clemente,46,14,a14cf2ca-effa-452d-a4c8-c307ead4ef7f,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,13.8780376760668
3168,0,Orange,ot14,Corona del Mar Bluffs Path,o48,Ocean Blvd - Corona Del Mar,ors4,City of Newport Beach,City,Secondary CCT,Sidewalk,yes,yes,no,yes,yes,yes,City of Newport Beach,857,261,76f3823a-27eb-4939-afae-8754003dfe90,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,261.208901160105
3169,0,Orange, , ,0,Ocean Blvd - Corona Del Mar,ors4,City of Newport Beach,City,Primary CCT,Sidewalk,yes, ,no, , ,no,City of Newport Beach,510,155,de61eeb5-c4c2-4bea-bb04-21ad8924d5e2,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,155.298559300507
3170,0,Orange,ot28,Dana Point Headland,o151,Dana Strand Road,ors6,City of Dana Point,City,Primary CCT,Sidewalk,yes,yes,no,no,no,yes,City of Dana Point,225,68,ff36e7dd-c78c-4714-a73f-38af6b28a3bb,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,68.4948441964457
3171,0,Orange,ot34,Coast Highway Trail,o129,Hwy 1 - 2-way bike-only lane - Capistrano Shores,ca3,Caltrans,State,Bike-Only CCT,Highway,no,yes,no,no,yes,yes,Caltrans,4724,1440,d0ac29e4-9b91-4649-b76d-d9828fa04250,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,1439.89822915891
3172,0,Orange, , ,0,Avenida Estacion,ors7,City of San Clemente,City,Primary CCT,Sidewalk,yes,yes,no,no,yes,no,City of San Clemente,528,161,1d34be8a-2cba-4d73-b716-3c726afcacba,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,160.827479719963
3173,0,Orange,ot31,Doheny State Beach,o152,Doheny State Beach Road,ca2,Doheny State Beach,State Parks,Secondary CCT,Trail,yes,yes,no,no,no,yes,California State Parks,227,69,d15d3002-836b-4637-9cd1-eb4801185695,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,69.0458531128204
3174,0,Orange, , ,0,Doheny Beach to Capistrano Beach Park,ors1,Orange County,County Park,Primary CCT - Needs Improvement,Trail,yes, , , ,no,no,County of Orange,673,205,90a6b09a-9693-45c2-ac5c-8284fc9552ad,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,205.081293077092
3175,0,Orange, , ,0,Avenida de las Palmeras path to beach,ors7,City of San Clemente,City,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,no,City of San Clemente,606,185,e3af0926-85d4-444e-949a-778251691507,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,184.716599673946
3176,0,Orange,ot1,San Gabriel River Bike Trail,o1,San Gabriel River Bike Trail,ors1,Orange County,County,Primary CCT,Trail,yes,yes,no,yes,no,yes,County of Orange,1961,598,26a4ba91-cb82-4cb2-b546-f2c5d7300da9,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,597.83110047716
3177,0,Orange,ot2,Seal Beach Route,o5,Rivers End Park,ors2,City of Seal Beach,City,Primary CCT,Trail,yes,yes,no,no,no,yes,City of Seal Beach,577,176,a4bbeffb-b7e3-4ee9-8a54-400c4a7f275c,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,175.871315699037
3178,0,Orange,ot2,Seal Beach Route,o6,to Seal Beach,ors2,City of Seal Beach,City,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,yes,City of Seal Beach,320,98,48bed53c-b057-489b-b131-823bdfa42e11,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,97.5780993057308
3179,0,Orange, , , ,to Seal Beach from 1st Street Parking lot,ors2,City of Seal Beach,City,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,no,City of Seal Beach,234,71,d68cc4ca-2b69-4cf5-b0d5-29a942d3490d,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,71.3327739890175
3180,0,Orange, , ,0,to Seal Beach from Seal Beach Parking lot,ors2,City of Seal Beach,City,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,no,City of Seal Beach,152,46,e2e222b3-1ea1-4be0-8320-e9032d0fecf4,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,46.4736496788322
3181,0,Orange, , ,0,to Seal Beach at Eisenhower Park Parking lot,ors2,City of Seal Beach,City,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,no,City of Seal Beach,101,31,0f04c67b-165c-437c-bc70-9ff351abcd17,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,30.7091389569276
3182,0,Orange, , ,0,to Seal Beach at 11th Street,ors2,City of Seal Beach,City,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,no,City of Seal Beach,211,64,0e0e0e2a-cc71-4b43-af75-dcc2686efc66,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,64.4483542269621
3183,0,Orange, , ,0,to Seal Beach at 12th Street,ors2,City of Seal Beach,City,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,no,City of Seal Beach,182,55,25611b7c-375d-4a72-8d4c-36dead83b937,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,55.3848297581063
3184,0,Orange, , ,0,to Seal Beach at 13th Street,ors2,City of Seal Beach,City,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,no,City of Seal Beach,151,46,a7732d64-ba64-4e38-bec6-ab3c57944630,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,46.1382928270011
3185,0,Orange, , , ,to Bolsa Chica State Beach from Warner Ave,ca2,Bolsa Chica State Beach,State Parks,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,no,California State Parks,253,77,ce949874-f2ab-4668-9056-d9e9e3f8f54c,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,77.000882752991
3186,0,Orange, , , ,to Sunset County Beach from Warner Ave,ors1,Orange County,County,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,no,County of Orange,254,78,403db588-2a50-4b9f-8c2a-02ab2a5b6407,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,77.5493200566034
3187,0,Orange,ot6,Huntington Beach Bike Trail,018,Huntington Beach Bike Trail - South Beach Trail,ors3,City of Huntington Beach,City Park,Primary CCT,Trail,yes,yes,no,yes,no,yes,City of Huntington Beach,8789,2679,646260c8-9b9d-43ba-ad7d-9122577b0536,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2678.79048503489
3188,0,Orange,ot6,Huntington Beach Bike Trail,019,Huntington Beach Bike Trail - South Beach Trail,ca2,Huntington State Beach,State Parks,Primary CCT,Trail,yes,yes,no,yes,no,yes,California State Parks,13101,3993,04458259-42d2-4d94-aea9-34db9098d1c3,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,3993.12241860252
3189,0,Orange,ot10,Newport Beach Route,o11,Summit Street,ors4,City of Newport Beach,City,Secondary CCT,Sidewalk,yes,yes,no,no,yes,yes,City of Newport Beach,336,103,e7423943-4556-42ef-9bcb-bdf958c930b8,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,102.552768623681
3190,0,Orange,ot9,Newport Balboa Bike Trail,o26,Newport Beach Bike Trail - West Oceanfront,ors4,City of Newport Beach,City,Primary CCT,Trail,yes,yes,no,no,no,yes,City of Newport Beach,3336,1017,8c49bf3f-5a2d-495f-bfdc-f9f0045792f7,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,1016.72714790122
3191,0,Orange,ot19,Crystal Cove Bluff Top Trails,o67,Crystal Cove Bluff Top Trail,ca2,Crystal Cove State Park,State Parks,Primary CCT,Trail,yes,yes,no,yes,no,yes,California State Parks,6672,2034,06799870-c331-43ae-b672-ea9fc0fdd370,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2033.59211705267
3192,0,Orange, , ,0,stairway to Diver's Cove Beach,ors5,City of Laguna Beach,City,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,no,City of Laguna Beach,177,54,3244279e-75c2-49f0-bc15-b6ee517de95e,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,53.9648945601263
3193,0,Orange, , ,0,stairs to Laguna Beach - Main Beach,ors5,City of Laguna Beach,City,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,no,City of Laguna Beach,44,14,93406600-c93e-4f65-be8f-5e067a6b07a8,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,13.5447005177319
3194,0,Orange,ot37,Laguna Beach Route,o144,Ocean Front,ors5,City of Laguna Beach,City,Secondary CCT,Roadway,yes,yes,no,no,no,yes,City of Laguna Beach,522,159,b1ad2f88-62ca-4b8f-ba3d-6f7c79dd3fa4,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,159.140319345154
3195,0,Orange,ot37,Laguna Beach Route,o145,stairway from Brooks Street to central beaches,ors5,City of Laguna Beach,City,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,yes,City of Laguna Beach,116,35,e4de0cdc-c306-4bbe-9bfe-6ffbc2e7ef83,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,35.2789193042514
3196,0,Orange,ot37,Laguna Beach Route,o146,stairway from Cress Street to central beaches,ors5,City of Laguna Beach,City,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,yes,City of Laguna Beach,150,46,22a59389-5be0-4a1a-a4d9-e254d48820f6,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,45.758218234016
3197,0,Orange,ot21,Victoria Beach Route,o81,stairway to Victoria Beach,ors5,City of Laguna Beach,City,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,yes,City of Laguna Beach,296,90,1a28ff9e-ed75-448a-9893-29eee7314e80,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,90.264188552033
